year,blew_up,r2log_restart,r2log_gpds,obs_peak,gpds_peak
1997,True,0.26126194701375505,0.748872826524732,591.0,866.3706883767501
1998,True,-0.18542922566093867,0.6749845340349161,527.0,545.3818887733876
1999,True,-0.03625943604605131,-0.0750414790009497,562.0,1113.8766370383157
2000,False,0.7926297470975463,0.6977710803328909,5870.0,2853.7639340168034
2001,True,0.6414212417983407,0.1322231590899582,2958.0,664.7120329528451
2002,False,-2.972224582195815,-1.6310736446183687,7480.0,666.7052199807825
